"1762820969603985550,""Wed Feb 28 12:45:37 +0000 2024"",""0"","" yang cocok dan pas wkwk (dan ini yang buat saya ikut gerak juga kayak orang gila buat praktekin gelutnya Gibran aneh tapi nyata). Ini sih susahnya buat gambarin setiap gerakan gelut. Terakhir baca ulang dan ya! Benerin kalo ada yang salah atau gak enak suka gonta ganti "",""1762821355555455306"","""",""killersmachine"",""in"",""S-IC. MDNI. DD:DNE. MV."",""1"",""1"",""0"",""https://x.com/killersmachine/status/1762821355555455306"",""1258504553722339328"",""killersmachine""";;;;
"1758290260986036624,""Wed Feb 28 12:44:56 +0000 2024"",""1"",""@gibran_tweet Harga rokok di turunin gak nanti mass"",""1762821181931987312"","""",""gibran_tweet"",""in"","""",""0"",""0"",""0"",""https://x.com/ShaquilleH67/status/1762821181931987312"",""1738056667978518528"",""ShaquilleH67""";;;;
"1762448810079564089,""Wed Feb 28 12:44:45 +0000 2024"",""0"",""@udimien @ummuibnrizq @bangZhack86 @gibran_tweet People power berapa seorang 100rb? Ga ada duit ga gerak tuh pendemo"",""1762821138261201301"","""",""udimien"",""in"","""",""0"",""0"",""0"",""https://x.com/qsteas/status/1762821138261201301"",""1392152341126602752"",""qsteas""";;;;
"1762809567443136961,""Wed Feb 28 12:44:43 +0000 2024"",""0"",""@adoreehim Gibran tersenyum"",""1762821130006798507"","""",""adoreehim"",""in"",""Bandung, Jawa Barat"",""0"",""0"",""0"",""https://x.com/prakosobagasaji/status/1762821130006798507"",""1051111503607156736"",""prakosobagasaji""";;;;
"1762821092060860766,""Wed Feb 28 12:44:34 +0000 2024"",""0"",""Sumpah demi pond naravit ganteng gue selalu ngakak kalo pia ngetweet gini Tapi ya boleh 2 3 ipk gibran pond naravit ayo keluarkan pap kegantengan mu itu kiw kiw"",""1762821092060860766"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/kuehbolukukus/status/1762821092060860766"",""2189389022"",""kuehbolukukus""";;;;
"1762820997953314930,""Wed Feb 28 12:44:12 +0000 2024"",""1"",""Gibran Janji Programnya di Kota Solo Akan Tetap Jalan https://t.co/KuVVBKa6k1 #beritasatu #news #berita"",""1762820997953314930"","""","""",""in"",""Jakarta"",""0"",""0"",""0"",""https://x.com/Beritasatu/status/1762820997953314930"",""154102750"",""Beritasatu""";;;;
"1762820969603985550,""Wed Feb 28 12:44:05 +0000 2024"",""0"",""( Taka ) Kurang lebih sama seperti itu tapi untuk plot action yang mana butuh detail atau penggambaran adegan berkelahi memukul atau sejenisnya pasti saya butuh draft. Di tahap kedua biasanya saya lakukan beberapa riset lebih termasuk mencari sumber atau penggambaran gelut "",""1762820969603985550"","""","""",""in"",""S-IC. MDNI. DD:DNE. MV."",""0"",""1"",""1"",""https://x.com/killersmachine/status/1762820969603985550"",""1258504553722339328"",""killersmachine""";;;;
"1762790842664952103,""Wed Feb 28 12:43:58 +0000 2024"",""0"",""@tygres21 @tsabitpatth3 @asumsico Masalahnya ahok sudah tidak bisa nyalon. Kecuali pengubah aturan lagi kaya gibran "",""1762820942143864844"","""",""tygres21"",""in"",""jakarta"",""0"",""3"",""0"",""https://x.com/Michlans/status/1762820942143864844"",""90168906"",""Michlans""";;;;
"1762782724090409130,""Wed Feb 28 12:43:18 +0000 2024"",""0"",""@kemkominfo @jokowi @gibran_tweet @mohmahfudmd pak tolong teman saya tadi beli chip high domino diwarung depan sekolah 10menit habis Rp 70.000 judi online dimainkan dalam kelas di saat guru mengajar duit dia sering habis judi online chip domino tolong pak @kemkominfo @prabowo menyikapi"",""1762820772853358717"","""",""kemkominfo"",""in"","""",""0"",""0"",""0"",""https://x.com/ronal2560/status/1762820772853358717"",""1338196002075906048"",""ronal2560""";;;;
"1761763487947379152,""Wed Feb 28 12:33:58 +0000 2024"",""0"",""Saat pintu lift tertutup ia menatap Kirana dari pantulan pintu dan memutar tubuhnya untuk membuat kontak mata Kamu takut aku mati? tanya Gibran tanpa berbasa basi. @merelydith"",""1762818423757926493"","""",""killersmachine"",""in"",""S-IC. MDNI. DD:DNE. MV."",""0"",""1"",""0"",""https://x.com/killersmachine/status/1762818423757926493"",""1258504553722339328"",""killersmachine""";;;;
"1756162155924308173,""Wed Feb 28 12:33:57 +0000 2024"",""1"",""@akbarfaizal68 @jokowi @prabowo @gibran_tweet @luhut_binsar @bahlillahadalia Kita mah dari dulu pak ga percaya sama si lugu dan polos outfitnya merakyat otaknya haus kekuasaan wi wi."",""1762818419395899791"","""",""akbarfaizal68"",""in"","""",""0"",""0"",""0"",""https://x.com/priantoba/status/1762818419395899791"",""1634087053628694531"",""priantoba""";;;;
"1762818394603315353,""Wed Feb 28 12:33:51 +0000 2024"",""0"",""Pak Ganjar inspirasi hidup kita semua terima kasih banyak. Tiga Kali Lebih Sejahtera Indonesia Jaya! @dearestro #KitaAdalahTiga #BanggaBersamaGPMMD https://t.co/4G4D6ev9Ym"",""1762818394603315353"",""https://pbs.twimg.com/ext_tw_video_thumb/1762818339456573440/pu/img/h9DBFX7H70-5eZXm.jpg"","""",""in"",""Kupang"",""0"",""0"",""0"",""https://x.com/gibrantaufik12/status/1762818394603315353"",""1689389740381110274"",""gibrantaufik12""";;;;
"1761763487947379152,""Wed Feb 28 12:33:39 +0000 2024"",""0"",""@merelydith Gibran kembali setelah beberapa menit berada di luar di tangannya sudah terdapat sekantung tas berbentuk kotak yang sedikit besar. Sang tuan mendekat tanpa berbicara dan menggenggam tangan kirana untuk mengajaknya masuk ke lift dengan kartu aksesnya."",""1762818342187094334"","""",""merelydith"",""in"",""S-IC. MDNI. DD:DNE. MV."",""0"",""1"",""0"",""https://x.com/killersmachine/status/1762818342187094334"",""1258504553722339328"",""killersmachine""";;;;
"1762818244724023441,""Wed Feb 28 12:33:15 +0000 2024"",""0"",""Jika warga sekeliling menyalahkan saya @ganjarpranowo sungguh. Saya minta maaf @erickthohir dan Saya tidak bisa membawa gibran ke Merah.... dan solutif yamg terbaik adalah ini. . .️"",""1762818244724023441"","""","""",""in"",""Pamekasan, Indonesia"",""0"",""0"",""0"",""https://x.com/HermanSpacex44/status/1762818244724023441"",""1735917115537068032"",""HermanSpacex44""";;;;
"1762818158925328428,""Wed Feb 28 12:32:55 +0000 2024"",""0"",""Saya berandai andai ketika Prabowo jd presiden nanti akan kasih ijazah S1 honoris causa ke Jokowi dan Gibran."",""1762818158925328428"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/katasiapalo/status/1762818158925328428"",""1437648867474821120"",""katasiapalo""";;;;
"1762788615103607283,""Wed Feb 28 12:32:46 +0000 2024"",""1"",""@NephilaXmus 2029 kalo Jokowi lemah secara politik (ga pegang posisi penting di satu parpol besar) Gibran bisa kalah sama AHY"",""1762818121881227717"","""",""NephilaXmus"",""in"",""INDONESIA"",""0"",""0"",""0"",""https://x.com/syaranza_/status/1762818121881227717"",""213159745"",""syaranza_""";;;;
"1762494342886035857,""Wed Feb 28 12:32:22 +0000 2024"",""0"",""@AbdiPandega @maspandam @gibran_tweet sotoy oarah si ini siapa si ini ampun ah"",""1762818022103031891"","""",""galkosaa"",""in"","""",""0"",""0"",""0"",""https://x.com/RinaMra12/status/1762818022103031891"",""1496122277288878084"",""RinaMra12""";;;;
"1762817959276478825,""Wed Feb 28 12:32:07 +0000 2024"",""2"",""Tunjukan Komitmen Prabowo-Gibran Sahabat Bang Ara Bagikan Susu ke Ibu Hamil https://t.co/WMv7jTcIZs #Pemilu"",""1762817959276478825"","""","""",""in"",""Jakarta"",""0"",""2"",""0"",""https://x.com/liputan6dotcom/status/1762817959276478825"",""47596019"",""liputan6dotcom""";;;;
"1762817841831829798,""Wed Feb 28 12:31:39 +0000 2024"",""0"",""pasangan Prabowo-Gibran tidak hanya mendulang dukungan dari pemilih setianya 2019 lalu tetapi mendapatkan dukungan suara dari pendukung Jokowi. #HasilSurveyLSIPemilu https://t.co/XGtu7Y8xx4"",""1762817841831829798"",""https://pbs.twimg.com/media/GHbJe2xawAA2txk.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/thouuglh/status/1762817841831829798"",""1251231412356694016"",""thouuglh""";;;;
"1762494342886035857,""Wed Feb 28 12:31:39 +0000 2024"",""0"",""@gibran_tweet Lanjutkan Program makan siang Gratisnya"",""1762817839260750044"","""",""gibran_tweet"",""in"","""",""0"",""0"",""0"",""https://x.com/SurachamanSuwa1/status/1762817839260750044"",""1568432775526764544"",""SurachamanSuwa1""";;;;
"1762817821359444256,""Wed Feb 28 12:31:34 +0000 2024"",""0"",""tingkat kepuasan masyarakat terhadap penyelenggaraan pemilihan umum 2024 karena adanya adanya migrasi dukungan yang cukup besar kepada pasangan 02 Prabowo-Gibran. #HasilSurveyLSIPemilu https://t.co/4Ju6QgNGXo"",""1762817821359444256"",""https://pbs.twimg.com/media/GHbJdvAbcAA1qcM.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/thouuglh/status/1762817821359444256"",""1251231412356694016"",""thouuglh""";;;;
"1762494342886035857,""Wed Feb 28 12:31:12 +0000 2024"",""2"",""@b_krazieh @maspandam @gibran_tweet dih kepo urusin urusan mu lah lu bisaa apa selain nyinyirin hidup orang di mata elu gibran harus sempurnakah? ampun bgt ah"",""1762817728614891652"","""",""b_krazieh"",""in"","""",""0"",""0"",""0"",""https://x.com/RinaMra12/status/1762817728614891652"",""1496122277288878084"",""RinaMra12""";;;;
"1762817717437177895,""Wed Feb 28 12:31:10 +0000 2024"",""2"",""Gibran Gelar Refleksi 3 Tahun Wali Kota Solo: Saya Nggak Pamitan. #newsupdate #update #news #text https://t.co/59l8NrLoWf"",""1762817717437177895"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/kumparan/status/1762817717437177895"",""759692754985242625"",""kumparan""";;;;
"1762802781298319750,""Wed Feb 28 12:30:57 +0000 2024"",""0"",""@Enhaluvx_ itu loh kak bela si gibran minum sbux trus bawa2 smua idols yg minum jga terus dia make pfp anak aku bjirtt bnget emang"",""1762817662764425619"","""",""Enhaluvx_"",""in"",""♡♥︎♡̸ ── 𝐒𝐈𝐌 𝐉𝐀𝐄𝐘𝐔𝐍,"",""0"",""1"",""0"",""https://x.com/jakekoroo/status/1762817662764425619"",""1310026887079501824"",""jakekoroo""";;;;
"1762817641025298580,""Wed Feb 28 12:30:51 +0000 2024"",""3"",""Berdasarkan hasil Survey LSI bansos tidak mempengaruhi dukungan masyarakat. Hasil wawancara 1 211 responden 74% tidak menerima bansos dan dari 74% itu 54% nya memberikan dukungan kepada Prabowo-Gibran. #GemoySamsul GelarKehormatan Bintang4 #JendralPrabowoSubianto https://t.co/gMyE6VpqgE"",""1762817641025298580"",""https://pbs.twimg.com/media/GHbJTSRbUAAWUkE.jpg"","""",""in"",""Denpasar, Bali"",""0"",""0"",""0"",""https://x.com/DinaAtmawidara/status/1762817641025298580"",""765403209565212672"",""DinaAtmawidara""";;;;
"1762448810079564089,""Wed Feb 28 12:30:13 +0000 2024"",""0"",""@winaaa1997 @udimien @ummuibnrizq @bangZhack86 @gibran_tweet bahh!! macam mana kau ini? ada kah org tua kasih makan tai anaknya? apa kau yg dikasih makan tai sehingga kau butuh makan siang gratis?"",""1762817478110163082"","""",""winaaa1997"",""in"","""",""0"",""2"",""0"",""https://x.com/babusehatcerdas/status/1762817478110163082"",""1747527986184912897"",""babusehatcerdas""";;;;
"1762817462880633218,""Wed Feb 28 12:30:09 +0000 2024"",""3"",""@gibran_tweet jadi cawapres marah. @jokowi bagi bansos marah. @gibran menang pilpres marah. @prabowo naik pangkat jadi bintang 4 marah. Hidup kok digunakan hanya untuk marah-marah ? Dari pada marah-marah terus mending makan nasi bungkus biar wareg "",""1762817462880633218"","""",""gibran_tweet"",""in"",""Bumiayu, Indonesia"",""0"",""0"",""0"",""https://x.com/sukardiyahya162/status/1762817462880633218"",""1539724674749579265"",""sukardiyahya162""";;;;
"1762817427006722457,""Wed Feb 28 12:30:00 +0000 2024"",""3"",""Prabowo-Gibran berencana membentuk kementerian koordinator baru untuk menjalankan program makan siang dan susu gratis. Namun perlukah hingga dibuat kemenko baru untuk program tersebut? #Analisis #CNNIndonesia #detiknetwork https://t.co/EetsYOYfLD"",""1762817427006722457"","""","""",""in"","""",""2"",""6"",""0"",""https://x.com/detikcom/status/1762817427006722457"",""69183155"",""detikcom""";;;;
"1762724860093231265,""Wed Feb 28 12:29:44 +0000 2024"",""0"",""@kangparking @cryptondo Hari ini udah tembus 0.15 besok tembus 0.2 ga nih wkwkwk"",""1762817359730139329"","""",""kangparking"",""in"","""",""0"",""0"",""0"",""https://x.com/girrbann/status/1762817359730139329"",""101973186"",""girrbann""";;;;
"1762494342886035857,""Wed Feb 28 12:29:39 +0000 2024"",""0"",""@gibran_tweet Kalo ngomong suka bener emang kenyataan ko Sampean kebanyakan klo di wawancara jawabannya selalu ga nyambung bangetttt konyol"",""1762817335524774238"","""",""gibran_tweet"",""in"","""",""0"",""0"",""0"",""https://x.com/kim07884586/status/1762817335524774238"",""1477430589724655619"",""kim07884586""";;;;
"1762814817474371635,""Wed Feb 28 12:29:32 +0000 2024"",""0"",""@desmodromici1 nah gitu dong jgn patah semangat salahkan terus jokowi prabowo Gibran komeng ahy dll. cuma mak lampir yg bener "",""1762817308081397868"","""",""desmodromici1"",""in"",""Sydney, New South Wales"",""0"",""0"",""0"",""https://x.com/CosloveG/status/1762817308081397868"",""4753128931"",""CosloveG""";;;;
"1762817245670228081,""Wed Feb 28 12:29:17 +0000 2024"",""0"",""Emang jokowi paling the best deh. Apalagi anaknya.. ntar gibran jadi presiden jalan tol dikasih penutup biar mobil2 ga kebasahan"",""1762817245670228081"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/momysharkdududu/status/1762817245670228081"",""50301193"",""momysharkdududu""";;;;
"1762448810079564089,""Wed Feb 28 12:28:49 +0000 2024"",""0"",""@winaaa1997 @udimien @ummuibnrizq @bangZhack86 @gibran_tweet ah kau ini ngikut2 saja kata2 ku. kau pikir sendiri lah utk hina org. marah2 saja kau ini kaya org lapar blm makan siang"",""1762817127797678402"","""",""winaaa1997"",""in"","""",""0"",""1"",""0"",""https://x.com/babusehatcerdas/status/1762817127797678402"",""1747527986184912897"",""babusehatcerdas""";;;;
"1762817066837619156,""Wed Feb 28 12:28:34 +0000 2024"",""2"",""Tim Kampanye Nasional (TKN) Prabowo-Gibran menyatakan bahwa anggaran makan siang gratis Rp 15.000 per anak baru patokan awal. https://t.co/D6YpxSm2xx #InvestorDaily #investasi #Saham"",""1762817066837619156"","""","""",""in"",""Jakarta, Indonesia"",""0"",""0"",""0"",""https://x.com/InvestorID/status/1762817066837619156"",""238091066"",""InvestorID""";;;;
"1762483408364552667,""Wed Feb 28 12:28:09 +0000 2024"",""1"",""@janktoelen @telegramnow @partaimedsos45 @prabowo @gibran_tweet itu yg bikin Rio Tinto dl cabut dr Freeport dia ikut andil merusak lingkungan ampe susah dpt kredit di Eropa eh malah sahame dibeli ama Indonesia sendiri wkwkw... bukane dimintain pertanggung jawaban malah tanggung jawabe diambil alih"",""1762816959056630052"","""",""janktoelen"",""in"",""Semarang"",""0"",""0"",""0"",""https://x.com/muhammadsyakur2/status/1762816959056630052"",""473417028"",""muhammadsyakur2""";;;;
"1762448810079564089,""Wed Feb 28 12:27:59 +0000 2024"",""0"",""@winaaa1997 @udimien @ummuibnrizq @bangZhack86 @gibran_tweet pp aku wajah pujaan ko brrt pujaan kau itu ya binatang hehe"",""1762816917604356208"","""",""winaaa1997"",""in"","""",""0"",""1"",""0"",""https://x.com/babusehatcerdas/status/1762816917604356208"",""1747527986184912897"",""babusehatcerdas""";;;;
"1762816841909686549,""Wed Feb 28 12:27:41 +0000 2024"",""19"",""Ketua Majelis Pertimbangan PPP Romahurmuziy mengklarifikasi pernyataan Ketua Bappilu PPP Sandiaga Uno terkait sinyal bergabung ke koalisi Prabowo-Gibran. Pria yang akrab disapa Romy itu menyebut pernyataan Sandiaga bukan sikap resmi dari partai. Namun hanya sebagai pendapat https://t.co/wuTc1CVDbr"",""1762816841909686549"",""https://pbs.twimg.com/media/GHbIkdYacAA5YZ4.jpg"","""",""in"",""Pulo Gadung, Indonesia"",""1"",""14"",""4"",""https://x.com/tvOneNews/status/1762816841909686549"",""55507370"",""tvOneNews""";;;;
"1762780223525859766,""Wed Feb 28 12:26:56 +0000 2024"",""1"",""@CNNIndonesia Cara AHY menyalin gibran di 2029...sudah mulai meng copy cara berpolitik jokowi puji di awal tendang di akhir tapi mending AHY dari gibran."",""1762816653988164055"","""",""CNNIndonesia"",""in"",""lost city"",""0"",""1"",""0"",""https://x.com/jonmamau/status/1762816653988164055"",""1668088452305530880"",""jonmamau""";;;;
"1762816463545766185,""Wed Feb 28 12:26:11 +0000 2024"",""117"",""Ketua DPP PPP soal Pernyataan Sandi yang Beri Sinyal Gabung Prabowo-Gibran: Pernyataan Pribadi https://t.co/tuEyJMCOBz"",""1762816463545766185"","""","""",""in"",""Indonesia"",""4"",""4"",""29"",""https://x.com/KompasTV/status/1762816463545766185"",""71436318"",""KompasTV""";;;;
"1762816447213179157,""Wed Feb 28 12:26:07 +0000 2024"",""0"",""im gonna go be like gibran and say iya maaf salah https://t.co/nSaJ3khhkF"",""1762816447213179157"",""https://pbs.twimg.com/media/GHbIMSebgAATlN_.jpg"","""",""in"","""",""0"",""3"",""0"",""https://x.com/yeolslice/status/1762816447213179157"",""1401116912063451142"",""yeolslice""";;;;
"1762815341040902397,""Wed Feb 28 12:26:01 +0000 2024"",""0"",""@tipexbocor @prabowo @gibran_tweet emang segini boleh 15k kak? ️️️"",""1762816425008480669"","""",""tipexbocor"",""in"",""sy perempuan y "",""0"",""1"",""0"",""https://x.com/abelle____/status/1762816425008480669"",""2320512055"",""abelle____""";;;;
"1762816166417035520,""Wed Feb 28 12:25:00 +0000 2024"",""0"",""#zonauang #zonajajan #infoloker #lokerwfh info loker parttime part time freelance freelancer pelajar mahsiswa kuliah sekolah wfh iphone netflix disney+ viu joki wts wtb pc konser tiket debat pemilu capres cawapres amin anies imin pragi prabowo gibran ganjar mahfud 45"",""1762816166417035520"","""","""",""in"",""she/her"",""0"",""0"",""0"",""https://x.com/idolletes/status/1762816166417035520"",""734741352236220417"",""idolletes""";;;;
"1762816149748879473,""Wed Feb 28 12:24:56 +0000 2024"",""0"",""PDIP itu pasang 2 kaki makanya sampai sekarang Jokowi dan Gibran itu kader mereka. Soal Ganjar yg didukung PDIP itu hanya untuk mengurangi suara dari Paslon 01 Berjuanglah timnas amin jgn mengalah seperti 2019 jgn sampai terulang KPU mengumumkan pemenang pemilu jam 2 pagi"",""1762816149748879473"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/MuhammadIkhtid5/status/1762816149748879473"",""1609218415423795200"",""MuhammadIkhtid5""";;;;
"1762816145487433890,""Wed Feb 28 12:24:55 +0000 2024"",""0"",""tw // gibran 2.3 ipk gibran lagi ngapain nih kakdan? 2 3 ipk gibran saya sedang menyelesaikan penelitian https://t.co/R2Hu4SEP3l"",""1762816145487433890"","""","""",""in"",""a queer safe space."",""0"",""1"",""0"",""https://x.com/alsephins/status/1762816145487433890"",""1412604960353619968"",""alsephins""";;;;
"1762755845396516909,""Wed Feb 28 12:24:15 +0000 2024"",""0"",""@xquitavee @prabowo @gibran_tweet Kamu nya stresss"",""1762815977384022086"","""",""xquitavee"",""in"","""",""0"",""0"",""0"",""https://x.com/LalanMang68082/status/1762815977384022086"",""1686734867604623362"",""LalanMang68082""";;;;
"1762448810079564089,""Wed Feb 28 12:24:01 +0000 2024"",""0"",""@udimien @ummuibnrizq @bangZhack86 @gibran_tweet Mukanya aj ngk pernah nampak. ..PENGECUT JING"",""1762815919150219609"","""",""udimien"",""in"","""",""0"",""0"",""0"",""https://x.com/DedenSuden/status/1762815919150219609"",""1574095334296678400"",""DedenSuden""";;;;
"1762494342886035857,""Wed Feb 28 12:23:59 +0000 2024"",""0"",""@gibran_tweet Beginikah nanti wakil presiden kita? Begini kan pengganti presiden 2025/2026 nanti? Meresahkan ‍"",""1762815912145801369"","""",""gibran_tweet"",""in"",""Jakarta Pusat, DKI Jakarta"",""0"",""0"",""0"",""https://x.com/answdr/status/1762815912145801369"",""218366735"",""answdr""";;;;
"1762336894019649566,""Wed Feb 28 12:23:30 +0000 2024"",""0"",""@noirbojack IPK gibran aja kalah tinggi sm persyaratan IPK minimum rata2 loker"",""1762815789303005657"","""",""noirbojack"",""in"",""Earth-031, UC 0083"",""0"",""0"",""0"",""https://x.com/temrash114/status/1762815789303005657"",""1276387626195415040"",""temrash114""";;;;
"1762815778272018615,""Wed Feb 28 12:23:27 +0000 2024"",""4"",""Ya boleh lah usahanya menjilat dari sekarang utk posisi cawapres Gibran di 2029 Baru berasa ya nikmatnya deket2 penguasa hehe.."",""1762815778272018615"","""","""",""in"",""Medan, Indonesia"",""0"",""0"",""1"",""https://x.com/nenggsyifa/status/1762815778272018615"",""95860688"",""nenggsyifa""";;;;
"1762791581516747126,""Wed Feb 28 12:23:03 +0000 2024"",""0"",""@kurawa Mafia beras harus diberantas @jokowi @ListyoSigitP @DivHumas_Polri @prabowo @gibran_tweet sbb beras itu tidak bs ditimbun terlalu lama beda dgn minyak goreng. Jd aneh jika harga tidak turun segera."",""1762815677382131907"","""",""kurawa"",""in"",""Bandung, Jawa Barat"",""0"",""0"",""0"",""https://x.com/Ind4hMaharani/status/1762815677382131907"",""1605546712298577920"",""Ind4hMaharani""";;;;
"1762448810079564089,""Wed Feb 28 12:22:43 +0000 2024"",""0"",""@udimien @ummuibnrizq @bangZhack86 @gibran_tweet Daeng kloset jongkok ya"",""1762815591059202203"","""",""udimien"",""in"","""",""0"",""0"",""0"",""https://x.com/DedenSuden/status/1762815591059202203"",""1574095334296678400"",""DedenSuden""";;;;
"1762815541071196658,""Wed Feb 28 12:22:31 +0000 2024"",""0"",""kerjaan bapakmu nak @gibran_tweet"",""1762815541071196658"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/ZeeperH25910/status/1762815541071196658"",""1736337163996827648"",""ZeeperH25910""";;;;
"1762400132803572223,""Wed Feb 28 12:22:24 +0000 2024"",""0"",""@yusuf_dumdum Kontrak buser diperpanjang rupanya."",""1762815512592216077"","""",""yusuf_dumdum"",""in"","""",""0"",""0"",""0"",""https://x.com/Dulure_Gibran/status/1762815512592216077"",""4319618606"",""Dulure_Gibran""";;;;
"1762815420070048158,""Wed Feb 28 12:22:02 +0000 2024"",""3"",""Lebih cerdas anak ini daripada @gibran_tweet anak @jokowi"",""1762815420070048158"","""","""",""in"","""",""0"",""1"",""2"",""https://x.com/RatihMt52378/status/1762815420070048158"",""1748482079875375104"",""RatihMt52378""";;;;
"1762019280525422922,""Wed Feb 28 12:21:48 +0000 2024"",""0"",""@hardi_hardiman2 @prabowo @gibran_tweet @ganjarpranowo @aniesbaswedan Narasi spt itu basi. Klo ada kecurangan bw ke bawaslu n gugat ke MK tayang live. Sluruh masyarakat jadi saksi. KPU wonosobo yg tertangkap tangan bw uang utk menangkan 03 + lintingan Ganja jg bisa jadi saksi kecurangan pihak 03."",""1762815362461233263"","""",""hardi_hardiman2"",""in"","""",""0"",""1"",""0"",""https://x.com/Dulure_Gibran/status/1762815362461233263"",""4319618606"",""Dulure_Gibran""";;;;
"1756162155924308173,""Wed Feb 28 12:21:26 +0000 2024"",""1"",""@akbarfaizal68 @jokowi @prabowo @gibran_tweet @luhut_binsar @bahlillahadalia Yang pasti (sekarang) jangan percaya omongan jokowi dan lingkarannya. Dulu ngomong gw dengerin. Sekarang liat dia ngomong di tipi gw matiin."",""1762815269154730008"","""",""akbarfaizal68"",""in"",""Indonesia"",""0"",""0"",""0"",""https://x.com/nursalr/status/1762815269154730008"",""1446267349"",""nursalr""";;;;
"1762808081413779840,""Wed Feb 28 12:21:04 +0000 2024"",""2"",""@NdrewsTjan Setidaknya gibran sudah menuntaskan janji pak JKW janji ibu mega bahkan mgkn janji anies mbak puan. . Respect."",""1762815178465538234"","""",""AndrewsTjan"",""in"",""Kota Semarang, Jawa Tengah"",""0"",""0"",""0"",""https://x.com/kdrn_phobia/status/1762815178465538234"",""86537989"",""kdrn_phobia""";;;;
"1762815044247867795,""Wed Feb 28 12:20:32 +0000 2024"",""0"",""Turunkan bapaknye gibran"",""1762815044247867795"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/alone_roomy/status/1762815044247867795"",""1739093826982322176"",""alone_roomy""";;;;
"1762802781298319750,""Wed Feb 28 12:20:19 +0000 2024"",""0"",""@jekthesinoon GATAU DAH BELA SI GIBRAN MALAH NYERET2 IDOLS LAIN https://t.co/c5MT9jgYzi ini akunya rnb aja"",""1762814987528269860"","""","""",""in"",""♡♥︎♡̸ ── 𝐒𝐈𝐌 𝐉𝐀𝐄𝐘𝐔𝐍,"",""0"",""0"",""0"",""https://x.com/jakekoroo/status/1762814987528269860"",""1310026887079501824"",""jakekoroo""";;;;
"1762707175544345065,""Wed Feb 28 12:20:13 +0000 2024"",""0"",""@Ryo_herland @Miduk17 Kalo gibran pantes nya dikasih pangkat apa ?"",""1762814964220485752"","""",""Ryo_herland"",""in"",""Di Sudut Kota "",""0"",""0"",""0"",""https://x.com/IwidSoeryo/status/1762814964220485752"",""997082366530043904"",""IwidSoeryo""";;;;
"1761909296315638168,""Wed Feb 28 12:19:47 +0000 2024"",""1"",""@zaenal_cpb @islah_bahrawi @adelia20181986 @mohmahfudmd @prabowo @jokowi Ga berubah apanya ? Kl ga berubah datang dong ke emak yg sdh berjasa dlm sejarah hidup nya. *Sebelum mau usulin Gibran ya. Bukan yg kemaren minta Ama Sultan. Gw dr dulu konsisten pilih karakter pemimpin yg tegak lurus sama konstitusi. Bukan sama yg ngakalin. Itu "",""1762814856275902547"","""",""zaenal_cpb"",""in"",""Indonesia Tercinta"",""0"",""1"",""0"",""https://x.com/herySbahri/status/1762814856275902547"",""1380871939"",""herySbahri""";;;;
"1762814805499588796,""Wed Feb 28 12:19:35 +0000 2024"",""0"",""Diizinkan Berkandang di Manahan Solo Manajemen PSS Berterima Kasih kepada Semua Pihak Termasuk Wali Kota Gibran #PSS #MoveForward #PSSDevelopment @PSSleman @BCSxPSS_1976 @PSS_Development @creativebcs1976 https://t.co/NujEc9oBcP"",""1762814805499588796"","""","""",""in"",""Jogjakarta"",""0"",""0"",""0"",""https://x.com/radarjogja/status/1762814805499588796"",""271940614"",""radarjogja""";;;;
"1762095822643286132,""Wed Feb 28 12:19:05 +0000 2024"",""0"",""@tijabar Udah yakin banget gak tuh kalo 2025 prabowo gibran yg naik Arti y apa bang messi?"",""1762814677053214855"","""",""tijabar"",""in"","""",""0"",""0"",""0"",""https://x.com/sa19904357/status/1762814677053214855"",""1542104246233223168"",""sa19904357""";;;;
"1762814417488736354,""Wed Feb 28 12:18:03 +0000 2024"",""1"",""Berdasarkan Data Ini Jelas Bansos Diluncurkan Jokowi untuk Sogok Rakyat Pilih Prabowo-Gibran https://t.co/diAb6HkI0F"",""1762814417488736354"","""","""",""in"",""KM50"",""0"",""0"",""0"",""https://x.com/Sejhagad/status/1762814417488736354"",""1326082678798516224"",""Sejhagad""";;;;
"1762814362174239211,""Wed Feb 28 12:17:50 +0000 2024"",""1"",""APEEE ANJING PERSIPA "",""1762814362174239211"","""","""",""in"",""👷‍♂️"",""0"",""0"",""0"",""https://x.com/bagaksara/status/1762814362174239211"",""985531121554276353"",""bagaksara""";;;;
