"1762823027392422357,""Wed Feb 28 22:58:16 +0000 2024"",""3"",""@OposisiCerdas Bawaslu bagian dari skenario Pemilu Curang 2024 dan untuk menangkan Prabowo-Gibran Indonesia Hancur Indonesia Demokrasi Omong Kosong"",""1762975534026461267"","""",""OposisiCerdas"",""in"",""Jakarta Capital Region"",""0"",""0"",""0"",""https://x.com/Mohamad41967776/status/1762975534026461267"",""886899169314488320"",""Mohamad41967776""";;;;
"1762975482440728875,""Wed Feb 28 22:58:04 +0000 2024"",""0"",""Hitung Suara Pemilu Presiden Dan Wakil Presiden 2024 Seoul Korea Selatan Anies Rasyid Baswedan - Abdul Muhaimin Iskandar : 1542 (20 07%) Prabowo Subianto - Gibran Rakabuming Raka : 4930 (64 15%) Ganjar Pranowo - Mahfud Md : 1213 (15 78%) Progress : 100% @KPU_ID"",""1762975482440728875"","""","""",""in"",""Sukoharjo, Indonesia"",""0"",""0"",""0"",""https://x.com/YAPSKH72/status/1762975482440728875"",""1177967862880718848"",""YAPSKH72""";;;;
"1762975017024041013,""Wed Feb 28 22:56:13 +0000 2024"",""0"",""Dipimpin Gibran &amp";" Teguh Angka Pengangguran Terbuka Solo Tertinggi di Soloraya https://t.co/pEpp4dqmB0 https://t.co/3mc4esS9tA"",""1762975017024041013"",""https://pbs.twimg.com/media/GHdYb54bwAESbvH.jpg"","""",""in"",""Solo, Central Java, Indonesia"",""0"",""0"",""0"",""https://x.com/soloposdotcom/status/1762975017024041013"",""155169715"",""soloposdotcom""";;;
"1762755845396516909,""Wed Feb 28 22:55:59 +0000 2024"",""0"",""@xquitavee @prabowo @gibran_tweet Kasian yaa pada gila gk ada jiwa ksatria kalah sih kalah aja"",""1762974958538703225"","""",""xquitavee"",""in"",""soмewhere over the rainbow"",""0"",""0"",""0"",""https://x.com/pierreicon/status/1762974958538703225"",""754600381"",""pierreicon""";;;;
"1762974883829743740,""Wed Feb 28 22:55:41 +0000 2024"",""5"",""Promo Jual Jam Tangan Pintar DTNO.1 9(DT9) NFC 2.0 inch TFT Screen Smartwatch IP68 Waterproof Bluetooth Call AI Voice 380mAh Smart Watch hanya Rp324.999. Info Lengkap Klik: https://t.co/8BuzrzHWeT #ShopeeID Kamis Jumat Bella Karin prabowo-gibran https://t.co/QNjl4r6ZPj"",""1762974883829743740"",""https://pbs.twimg.com/media/GHdYT4NagAAYXGb.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/WomensTips2/status/1762974883829743740"",""1500632790353674243"",""WomensTips2""";;;;
"1762432396430090307,""Wed Feb 28 22:55:26 +0000 2024"",""0"",""@habiburokhman Tidak usah dipermasalahkan lagi rakyat itu sudah menyalurkan aspirasinya dengan memilih 02. Hak Angket DPR tidak ada gunanya Mereka akan mewakili suara siapa? Suara tertinggi adalah suara rakyat Dan rakyat sudah memilih Prabowo - Gibran. Yang sudah kalah Mundur Wir"",""1762974822274109697"","""",""habiburokhman"",""in"","""",""0"",""0"",""0"",""https://x.com/YaniZuryani/status/1762974822274109697"",""1405050068453912577"",""YaniZuryani""";;;;
"1762298929629327743,""Wed Feb 28 22:52:23 +0000 2024"",""0"",""@akbarfaizal68 Teriak teriak nepotisme/dinasti. Jokowi hanya seorang Gibran. Di daerah daerah sangat banyak sekali"",""1762974055408525363"","""",""akbarfaizal68"",""in"",""SINGARAJA, BALI"",""0"",""0"",""0"",""https://x.com/ibadhiutama/status/1762974055408525363"",""98100656"",""ibadhiutama""";;;;
"1762974053437263891,""Wed Feb 28 22:52:23 +0000 2024"",""5"",""60% rakyat tahu Prabowo tidak dipecat torus tp diberhentikan dgn Hormat. Ente kadang2.. "",""1762974053437263891"","""","""",""in"","""",""0"",""0"",""3"",""https://x.com/Dulure_Gibran/status/1762974053437263891"",""4319618606"",""Dulure_Gibran""";;;;
"1762799784367386937,""Wed Feb 28 22:51:59 +0000 2024"",""1"",""@JoketsuAlin @Dandhy_Laksono Bukannya sebelum pemilu sudah ada yang turun ya? Waktu itu juga sempat ada aksi dari mulai gibran dicalonkan"",""1762973952157364483"","""",""JoketsuAlin"",""in"",""Vrindavan"",""0"",""1"",""0"",""https://x.com/UpsideDownWoods/status/1762973952157364483"",""1417897240257990656"",""UpsideDownWoods""";;;;
"1762831553091321907,""Wed Feb 28 22:51:12 +0000 2024"",""0"",""@AhmadRi48443676 @eRnaYunie @TeddGus Walau foto Jokowi ngak ada fotocopynya kan ada Itu si Gibran."",""1762973755247313204"","""",""AhmadRi48443676"",""in"","""",""0"",""1"",""0"",""https://x.com/DianaMuharis/status/1762973755247313204"",""1631198063355375617"",""DianaMuharis""";;;;
"1762356222714610086,""Wed Feb 28 22:50:15 +0000 2024"",""0"",""@Nafertiti6 @Dennysiregar7 Makan gratis utk rakyat yg tdk mampu kalian teriak?? Kalian persis kaya temulawak busuk di pasar induk."",""1762973515035406754"","""",""Nafertiti6"",""in"","""",""0"",""0"",""0"",""https://x.com/Dulure_Gibran/status/1762973515035406754"",""4319618606"",""Dulure_Gibran""";;;;
"1762891529369346284,""Wed Feb 28 22:49:23 +0000 2024"",""0"",""@omitachi Jadi gini 2 3 ipk gibran Boleh pinjam seratus kawann"",""1762973296986104246"","""",""omitachi"",""in"",""The Holy Land Mary Geoise"",""0"",""1"",""0"",""https://x.com/rmomiyy/status/1762973296986104246"",""1358586246709137408"",""rmomiyy""";;;;
"1762494342886035857,""Wed Feb 28 22:48:39 +0000 2024"",""0"",""@gibran_tweet Hatinya terbuat dri apa ya mas ?? .. Heran banget pak jokowi juga gitu ngebiarin aja gitu mereka mereka yang menghujat beliau mengsedih ..."",""1762973115578200428"","""",""gibran_tweet"",""in"","""",""0"",""0"",""0"",""https://x.com/lareNjawitenan/status/1762973115578200428"",""1737874570991001600"",""lareNjawitenan""";;;;
"1762921948483338272,""Wed Feb 28 22:47:54 +0000 2024"",""0"",""@engineers_feed Apaan sih ini"",""1762972926876471572"","""",""engineers_feed"",""in"","""",""0"",""0"",""0"",""https://x.com/qoehidbdisnsks/status/1762972926876471572"",""1733809182468644864"",""qoehidbdisnsks""";;;;
"1762793909749686330,""Wed Feb 28 22:47:37 +0000 2024"",""0"",""@VIVAcoid Gibran : Cara menjinakkan anjing itu gampang kasih aja dia tulang. "",""1762972855426547912"","""",""VIVAcoid"",""in"",""Lampung, Indonesia"",""0"",""0"",""0"",""https://x.com/ayahiyan63/status/1762972855426547912"",""1640659056074563585"",""ayahiyan63""";;;;
"1762766559746080991,""Wed Feb 28 22:46:53 +0000 2024"",""0"",""@ferrykoto Betul kata Gibran Anjing cukup di kasih makan tulang https://t.co/pWReR96XuY"",""1762972670071591284"",""https://pbs.twimg.com/media/GHdWTKebcAA09vG.jpg"",""ferrykoto"",""in"",""Yogyakarta, Indonesia"",""0"",""0"",""0"",""https://x.com/triewahyu38/status/1762972670071591284"",""1340056021599862784"",""triewahyu38""";;;;
"1762859163049402848,""Wed Feb 28 22:46:48 +0000 2024"",""73"",""@DidiekMurdock @bundafarida786 Makzulkan Adili Jokowidodo diskualifikasi prabowo gibran"",""1762972650182447531"","""",""DidiekMurdock"",""in"","""",""0"",""13"",""6"",""https://x.com/Joxplalong/status/1762972650182447531"",""1414014630507081731"",""Joxplalong""";;;;
"1762448810079564089,""Wed Feb 28 22:32:29 +0000 2024"",""2"",""@udimien @Salim05149029 @soderpanas1234 @ummuibnrizq @bangZhack86 @gibran_tweet Bener masyarakat dibuat jadi hamba BLT jadi pemerintah mau melakukan apapun ywdh ga mau perduli yang penting isi perut terisi dan setiap bulan dpt bantuan."",""1762969044293185888"","""",""udimien"",""in"","""",""0"",""0"",""0"",""https://x.com/rosiyanasir/status/1762969044293185888"",""1754307474117816320"",""rosiyanasir""";;;;
"1762019280525422922,""Wed Feb 28 22:31:47 +0000 2024"",""0"",""@Dulure_Gibran Yg parahnya bisa sampai kalah dari 01"",""1762968869227164013"","""",""Dulure_Gibran"",""in"","""",""0"",""1"",""0"",""https://x.com/prant87303328/status/1762968869227164013"",""1608277897344856069"",""prant87303328""";;;;
"1762968821118513604,""Wed Feb 28 22:31:35 +0000 2024"",""3"",""Belajar dari kesuksesan @gibran_tweet Kalo kalian jadi orangtua sukanya memilih pendidikan buat masa depan anak-anak kita biar jadi pemimpin bangsa mau dimasukkan kemana? SMA SMK STM atau TSM? "",""1762968821118513604"","""","""",""in"",""Jakarta - Bekasi - Solo"",""0"",""0"",""3"",""https://x.com/dikrizal/status/1762968821118513604"",""83900013"",""dikrizal""";;;;
"1762448810079564089,""Wed Feb 28 22:31:30 +0000 2024"",""0"",""@DezzyOctavianna @soderpanas1234 @ummuibnrizq @bangZhack86 @gibran_tweet Haddehh ampun dah Padahal cantik loh Klw km marah dgn kata miskin artinya kamu stuju kalau rezim ini otoriter Krn lbih milih kasih makan gratis ke rakyat daripada pendidikan gratis... Paham gak ?"",""1762968797814927736"","""",""DezzyOctavianna"",""in"",""WAKANDA Island "",""0"",""1"",""0"",""https://x.com/udimien/status/1762968797814927736"",""189116398"",""udimien""";;;;
"1762968780483727695,""Wed Feb 28 22:31:26 +0000 2024"",""0"",""Menko Perekonomian Airlangga Hartarto buka suara soal beredarnya nama kandidat Menteri Keuangan pemerintahan Prabowo Subianto-Gibran Rakabuming Raka. https://t.co/0TUPlWcubK"",""1762968780483727695"","""","""",""in"",""Jakarta, Indonesia"",""0"",""1"",""1"",""https://x.com/detikfinance/status/1762968780483727695"",""135795460"",""detikfinance""";;;;
"1762799196678345146,""Wed Feb 28 22:31:12 +0000 2024"",""0"",""@BangPino__ Kalo kata Gibran biar masyarakat yg menilai"",""1762968723810656355"","""",""BangPino__"",""in"",""Bekasi"",""0"",""0"",""0"",""https://x.com/Doel371216281/status/1762968723810656355"",""883815919473930240"",""Doel371216281""";;;;
"1762830348931801251,""Wed Feb 28 22:31:11 +0000 2024"",""1"",""@Fahrihamzah Jgn ngomong sok moralis partai @Partai_Gelora aja Nol Koma padahal wes branding wajahe Prabowo Gibran tp yg namanya omong kosong ya hasile Nol koma"",""1762968718278377661"","""",""Fahrihamzah"",""in"",""Jember, Jawa Timur"",""0"",""0"",""0"",""https://x.com/MUJIBBULLAH/status/1762968718278377661"",""304212823"",""MUJIBBULLAH""";;;;
"1762296966980182367,""Wed Feb 28 22:30:59 +0000 2024"",""0"",""@DokterTifa Ditanyain dokter gadungan nih bran @gibran_tweet"",""1762968669901267200"","""",""DokterTifa"",""in"","""",""0"",""0"",""0"",""https://x.com/12345678ivx/status/1762968669901267200"",""1367238572047142914"",""12345678ivx""";;;;
"1762836437882548276,""Wed Feb 28 22:30:13 +0000 2024"",""4"",""@Siantar72 @kulimedsos1 @jokowi @SimbokeSarah @Simbok_Dharmi @gibran_tweet @bobbynasution_ Klo mrk itu lupa Jawa nya bang "",""1762968473528148140"","""",""algoritma66"",""in"","""",""0"",""2"",""0"",""https://x.com/feroferraferri/status/1762968473528148140"",""1422133217977454593"",""feroferraferri""";;;;
"1762296966980182367,""Wed Feb 28 22:29:31 +0000 2024"",""0"",""@samc17895 @DokterTifa @gibran_tweet Saya malah gak inget apa-apa dampaknya gak ada"",""1762968300139802920"","""",""samc17895"",""in"","""",""0"",""0"",""0"",""https://x.com/12345678ivx/status/1762968300139802920"",""1367238572047142914"",""12345678ivx""";;;;
"1762967664526340236,""Wed Feb 28 22:27:00 +0000 2024"",""0"",""#zonauang #zonajajan #infoloker #lokerwfh info loker parttime part time freelance freelancer pelajar mahsiswa kuliah sekolah wfh iphone netflix disney+ viu joki wts wtb pc konser tiket debat pemilu capres cawapres amin anies imin pragi prabowo gibran ganjar mahfud 51"",""1762967664526340236"","""","""",""in"",""she/her"",""0"",""0"",""0"",""https://x.com/idolletes/status/1762967664526340236"",""734741352236220417"",""idolletes""";;;;
"1762874338355843535,""Wed Feb 28 22:25:09 +0000 2024"",""0"",""@Megatop99 @gibran_tweet @Syarman59 @Cintada16 @__AnakKolong @ekokuntadhi1 @islah_bahrawi @AbankTho2 @anggi_ell26290 @Anak__Ogi @gm_gm Wong ra due ati blas"",""1762967201194361337"","""",""Megatop99"",""in"",""Indonesia"",""0"",""0"",""0"",""https://x.com/AriesTry7074/status/1762967201194361337"",""4674898880"",""AriesTry7074""";;;;
"1762448810079564089,""Wed Feb 28 22:24:40 +0000 2024"",""1"",""@winaaa1997 @udimien @ummuibnrizq @bangZhack86 @gibran_tweet Tapi ingat ya mba Gibran dan mantunya itu jadi walikota karena di angkat/ditunjuk langsung sama presiden alias bapaknya kalau melalui Pemilihan juga blm tentu mereka bisa jadi walikota. Fasilitas semua ada tinggal menikmati aja toh"",""1762967077718269958"","""",""winaaa1997"",""in"","""",""0"",""0"",""0"",""https://x.com/rosiyanasir/status/1762967077718269958"",""1754307474117816320"",""rosiyanasir""";;;;
"1762831553091321907,""Wed Feb 28 22:23:35 +0000 2024"",""3"",""@adios_cosl86652 @TeddGus Lalu Gibran berjuang agar PDIP kalah agar Bapaknya tidak dihina Megawati terus"",""1762966805893845345"","""",""adios_cosl86652"",""in"",""Balikpapan Selatan, Indonesia"",""0"",""0"",""0"",""https://x.com/imamfauzi7/status/1762966805893845345"",""123814575"",""imamfauzi7""";;;;
"1762685776704459175,""Wed Feb 28 22:21:29 +0000 2024"",""0"",""@edykhemod yang gue heran kenapa ngga ada yang ngelawan ya?"",""1762966277931610258"","""",""edykhemod"",""in"","""",""0"",""0"",""0"",""https://x.com/NggaLogis/status/1762966277931610258"",""1643495856006651904"",""NggaLogis""";;;;
"1762966193412153507,""Wed Feb 28 22:21:09 +0000 2024"",""0"",""Beberapa pemilik warung nasi berharap bisa dilibatkan untuk menyuplai makanan dalam program makan gratis yang diusung pasangan calon capres-cawapres Prabowo Subianto-Gibran Rakabuming Raka. @prabowo @gibran_tweet https://t.co/h9iUwyqjTz."",""1762966193412153507"","""","""",""in"",""California"",""0"",""0"",""0"",""https://x.com/FrankyTts/status/1762966193412153507"",""106247388"",""FrankyTts""";;;;
"1762494342886035857,""Wed Feb 28 22:18:40 +0000 2024"",""0"",""@maspandam @gibran_tweet cangkir plastik. ktnya pake cangkir gelas sampai membuli @cakimiNOW @gibran_tweet anda ini sbnarnya maaf memang hanya ikuti apa yg diperintahkan atau ajarkan org2 sekitar anda otak anda itu isinya hanya titipan bisikan org2 yg kbtulan kebanyakan org2 serakah dan negatif."",""1762965566913220617"","""",""gusjunun"",""in"","""",""0"",""0"",""0"",""https://x.com/Vito69496691/status/1762965566913220617"",""1228610985876803584"",""Vito69496691""";;;;
"1762949991793107446,""Wed Feb 28 21:16:46 +0000 2024"",""2"",""Suara Prabowo-Gibran 77 74% dari 823.236 data semakin jauh meninggalkan dua pasangan calon lain Rabu (28/2/2024) pukul 19:00 WIB Tempat Pemungutan Suara (TPS) telah tertampung masuk Salam Dua Jari #PrabowoGibran Berikut Rincian beritanya : Suara Pragib : 75.305.140 atau https://t.co/4OuQK7dlMF"",""1762949991793107446"",""https://pbs.twimg.com/media/GHdBq0NbUAAnDzu.jpg"","""",""in"",""𝙅𝙖𝙠𝙖𝙧𝙩𝙖"",""0"",""0"",""0"",""https://x.com/Alie_Fahnoor/status/1762949991793107446"",""1121831857098641408"",""Alie_Fahnoor""";;;;
"1762679439253807476,""Wed Feb 28 21:14:42 +0000 2024"",""0"",""@sobatnt_ iya tp di sini lu bs liat kalo mrk aja ga dikasi transparansi pin mrk gatau ke dpnnya gmn gibran aja gatau kl mrk ga diajak dialog. bagus kl jd dikasi rumah tp apakah mrk akan tercukupi dgn rumah susun pdhl aparatur yg akan ke sana dpt rumah mewah? https://t.co/KKGFNItPRN"",""1762949471275753702"","""",""sobatnt_"",""in"","""",""0"",""1"",""0"",""https://x.com/cegannnn/status/1762949471275753702"",""1569296097528672256"",""cegannnn""";;;;
"1762709193293984192,""Wed Feb 28 21:12:41 +0000 2024"",""0"",""@Dennysiregar7 Salahnya dimn?? Kenapa kalian g bisa terima probowo gibran sebagai presiden??"",""1762948964133773508"","""",""Dennysiregar7"",""in"","""",""0"",""0"",""0"",""https://x.com/brainnolimit1/status/1762948964133773508"",""1569589180912762880"",""brainnolimit1""";;;;
"1762948818080030942,""Wed Feb 28 21:12:06 +0000 2024"",""0"",""Dampingi Gibran bertemu SBY AHY: Demokrat all-out menangkan Prabowo Gibran. u^f AgusYudhoyono PDemokrat PD Bareng AHY https://t.co/0AUElWJ0lW"",""1762948818080030942"",""https://pbs.twimg.com/media/GF9HZSrbgAAltnq.jpg"","""",""in"",""Salawu, Indonesia"",""0"",""0"",""0"",""https://x.com/deriskyafriza/status/1762948818080030942"",""2757822406"",""deriskyafriza""";;;;
"1762948584360878530,""Wed Feb 28 21:11:11 +0000 2024"",""0"",""AHY sebut hilirisasi warisan SBY Prabowo-Gibran diminta perkuat lagi agromaritim.. srr AgusYudhoyono PDemokrat PD Bareng AHY https://t.co/UBlQebotwM"",""1762948584360878530"",""https://pbs.twimg.com/media/GF4Mx0HboAAqRNS.jpg"","""",""in"",""Salawu, Indonesia"",""0"",""0"",""0"",""https://x.com/deriskyafriza/status/1762948584360878530"",""2757822406"",""deriskyafriza""";;;;
"1762948435748270124,""Wed Feb 28 21:10:35 +0000 2024"",""0"",""Terbukti menangkan pilpres 2 kali pengamat nilai peran Demokrat menangkan Prabowo-Gibran sangat vital.. kci PDemokrat AgusYudhoyono PD Bareng AHY https://t.co/SdlwKs0GaN"",""1762948435748270124"",""https://pbs.twimg.com/media/GFJ7HBvaQAAVadm.jpg"","""",""in"",""Salawu, Indonesia"",""0"",""0"",""0"",""https://x.com/deriskyafriza/status/1762948435748270124"",""2757822406"",""deriskyafriza""";;;;
"1762948388319101333,""Wed Feb 28 21:10:24 +0000 2024"",""0"",""All out menangkan Prabowo Gibran AHY: Kita wujudkan kesejahteraan rakyat.. hxm PDemokrat AgusYudhoyono PD Bareng AHY https://t.co/kwkUmC7JlA"",""1762948388319101333"",""https://pbs.twimg.com/media/GEmrGegbYAADbIg.jpg"","""",""in"",""Salawu, Indonesia"",""0"",""0"",""0"",""https://x.com/deriskyafriza/status/1762948388319101333"",""2757822406"",""deriskyafriza""";;;;
"1762947757348975077,""Wed Feb 28 21:07:53 +0000 2024"",""0"",""AHY ajak warga Semarang menangkan Prabowo-Gibran agar Indonesia semakin maju. ov^ PDemokrat AgusYudhoyono PD Bareng AHY https://t.co/VQgQAlQD6E"",""1762947757348975077"",""https://pbs.twimg.com/media/GE_XGTbbMAAKp1T.jpg"","""",""in"",""Salawu, Indonesia"",""0"",""0"",""0"",""https://x.com/deriskyafriza/status/1762947757348975077"",""2757822406"",""deriskyafriza""";;;;
"1762830348931801251,""Wed Feb 28 20:14:34 +0000 2024"",""0"",""@JessicaNeo4 @Fahrihamzah @jokowi 1998 @jokowi msh pengusaha meubel blm masuk ke partai. @gibran_tweet mgkn msh usia 11 th &amp";" kaesang blm 4 th"",""1762934337736175903"","""",""JessicaNeo4"",""in"","""",""0"",""0"",""0"",""https://x.com/SotoAyam1970/status/1762934337736175903"",""1587265721146707968"",""SotoAyam1970""";;;
"1762707175544345065,""Wed Feb 28 20:13:49 +0000 2024"",""0"",""@Miduk17 Cawe² brp part nih Part 1: Gibran ga mungkin jd cawapres Part 2: mengusut pelanggaran HAM &amp";" aksi kamisan Part 3: Presiden boleh memihak Part 4: Masalah bansos Part 5: Meningkatkan kecerdasan dan menurunkan tingkat kemiskinan rakyat Part 6: ? Udah kek cerita novel ada chapter²nya"",""1762934149843997048"","""",""JhonSitorus_18"",""in"","""",""0"",""0"",""0"",""https://x.com/nekopawww/status/1762934149843997048"",""1686354833878790144"",""nekopawww""";;;
"1762933738454069580,""Wed Feb 28 20:12:11 +0000 2024"",""0"",""Kabinet Bahas Program Prabowo-Gibran Makan Siang Gratis Jokowi: Tidak Ada - Tribun Manado https://t.co/R7GcoaQeQh #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan"",""1762933738454069580"","""","""",""in"","""",""0"",""0"",""6"",""https://x.com/AzzrielAzaryahu/status/1762933738454069580"",""797615281455525888"",""AzzrielAzaryahu""";;;;
"1762933734075236443,""Wed Feb 28 20:12:10 +0000 2024"",""0"",""Kabinet Bahas Program Prabowo-Gibran Makan Siang Gratis Jokowi: Tidak Ada - Tribun Manado https://t.co/9w6y7Z3oqO #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan"",""1762933734075236443"","""","""",""in"","""",""0"",""0"",""6"",""https://x.com/Herlina_Muachhh/status/1762933734075236443"",""772985986187825152"",""Herlina_Muachhh""";;;;
"1762933731537621341,""Wed Feb 28 20:12:09 +0000 2024"",""0"",""Demi Ikut Kampanye Prabowo-Gibran Pengantin Wanita Ngaku Rela Tinggalkan Resepsi Sosoknya Viral - Tribun Jatim-Timur https://t.co/gBpBlDYycG #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan"",""1762933731537621341"","""","""",""in"","""",""0"",""0"",""6"",""https://x.com/AzzrielAzaryahu/status/1762933731537621341"",""797615281455525888"",""AzzrielAzaryahu""";;;;
"1762933725946577117,""Wed Feb 28 20:12:08 +0000 2024"",""0"",""Demi Ikut Kampanye Prabowo-Gibran Pengantin Wanita Ngaku Rela Tinggalkan Resepsi Sosoknya Viral - Tribun Jatim-Timur https://t.co/2wod6j6JEk #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan"",""1762933725946577117"","""","""",""in"","""",""0"",""0"",""6"",""https://x.com/Herlina_Muachhh/status/1762933725946577117"",""772985986187825152"",""Herlina_Muachhh""";;;;
"1762933719210602643,""Wed Feb 28 20:12:07 +0000 2024"",""0"",""Relawan Prabowo-Gibran di Kabupaten Pekalongan Senam Gemoy dan Jalan Sehat - Kompas TV https://t.co/K0UhQhQcmz #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan"",""1762933719210602643"","""","""",""in"","""",""0"",""0"",""6"",""https://x.com/AzzrielAzaryahu/status/1762933719210602643"",""797615281455525888"",""AzzrielAzaryahu""";;;;
"1762933714391310793,""Wed Feb 28 20:12:05 +0000 2024"",""0"",""Relawan Prabowo-Gibran di Kabupaten Pekalongan Senam Gemoy dan Jalan Sehat - Kompas TV https://t.co/I5zgefWLrE #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan"",""1762933714391310793"","""","""",""in"","""",""0"",""0"",""6"",""https://x.com/Herlina_Muachhh/status/1762933714391310793"",""772985986187825152"",""Herlina_Muachhh""";;;;
"1762932527520788929,""Wed Feb 28 20:07:22 +0000 2024"",""0"",""Sepertinya AHY akan menjadi saingan Gibran di 2029"",""1762932527520788929"","""","""",""in"",""Makassar, Indonesia"",""0"",""0"",""0"",""https://x.com/idettia/status/1762932527520788929"",""125938588"",""idettia""";;;;
"1762776013447274869,""Wed Feb 28 20:06:24 +0000 2024"",""1"",""@sqytherin @islah_bahrawi Terima ajalah probowo gibran jadi presiden kalian itu cemburu itu aja"",""1762932284083015799"","""",""sqytherin"",""in"","""",""0"",""0"",""1"",""https://x.com/brainnolimit1/status/1762932284083015799"",""1569589180912762880"",""brainnolimit1""";;;;
"1762887866118758656,""Wed Feb 28 20:04:52 +0000 2024"",""12"",""@Andria75777 @CutSarina5 @BabehAldoAje135 @ekowboy2 @NenkMonica @Yurissa_Samosir @Nicho_Silalahi @Malika6027 @as_siglie @brother_djon @BSbukit @abu_waras @hc_poirot @BarisanOpOsisi @MuhiqR People Power saya lihat cuma dikit aja poeple nya. -Gibran- Dalam sebuah wawancara"",""1762931897163034940"","""",""Andria75777"",""in"",""Aceh, Indonesia"",""1"",""4"",""2"",""https://x.com/Rizal1518640911/status/1762931897163034940"",""1489639901188427778"",""Rizal1518640911""";;;;
